from	to	cor	p.adj	type	p.signif
PGLYRP1	PI3K_AKT_MTOR_SIGNALING	-0.112939513353507	1	negative	ns
PGLYRP1	MTORC1_SIGNALING	0.45932155622772	0.000149615514326164	positive	**
PGLYRP1	E2F_TARGETS	0.295367106535273	0.263338003357549	positive	ns
PGLYRP1	MYC_TARGETS_V1	-0.187018029691074	1	negative	ns
PGLYRP1	MYC_TARGETS_V2	-0.495475758876245	1.42400477071567e-05	negative	****
PGLYRP1	EPITHELIAL_MESENCHYMAL_TRANSITION	0.610801762726025	8.28672553709418e-10	positive	****
PGLYRP1	INFLAMMATORY_RESPONSE	0.305043743784592	0.190274639546607	positive	ns
PGLYRP1	XENOBIOTIC_METABOLISM	0.731835453004258	1.13143312618273e-16	positive	****
PGLYRP1	FATTY_ACID_METABOLISM	0.225428708139941	1	positive	ns
PGLYRP1	OXIDATIVE_PHOSPHORYLATION	0.206235968130924	1	positive	ns
PGLYRP1	GLYCOLYSIS	0.681181975096122	2.17291069502839e-13	positive	****
PGLYRP1	REACTIVE_OXYGEN_SPECIES_PATHWAY	0.800235136868412	1.60491497531518e-22	positive	****
PGLYRP1	P53_PATHWAY	0.30384238646586	0.1977076142909	positive	ns
PGLYRP1	UV_RESPONSE_UP	0.398407018801216	0.00395314350776114	positive	**
PGLYRP1	UV_RESPONSE_DN	-0.442598901086728	0.000396619077175642	negative	**
PGLYRP1	ANGIOGENESIS	0.774430696391796	4.52361801334146e-20	positive	****
PGLYRP1	HEME_METABOLISM	0.220655383886548	1	positive	ns
PGLYRP1	COAGULATION	0.602771556786351	1.85388107283682e-09	positive	****
PGLYRP1	IL2_STAT5_SIGNALING	-0.393082954540415	0.00514539539992249	negative	**
PGLYRP1	BILE_ACID_METABOLISM	0.327417584911069	0.0818582990975371	positive	ns
PGLYRP1	PEROXISOME	-0.118036359590318	1	negative	ns
PGLYRP1	ALLOGRAFT_REJECTION	-0.653614144757711	7.15099211113063e-12	negative	****
PGLYRP1	SPERMATOGENESIS	0.517448918749367	2.87354266268375e-06	positive	****
PGLYRP1	KRAS_SIGNALING_UP	0.0181554475212745	1	positive	ns
PGLYRP1	KRAS_SIGNALING_DN	0.163457210881005	1	positive	ns
PGLYRP1	PANCREAS_BETA_CELLS	-0.539965842272796	5.08195778077738e-07	negative	****
MMP8	TNFA_SIGNALING_VIA_NFKB	0.0862753642135654	1	positive	ns
MMP8	HYPOXIA	0.455724551688815	0.0001850828449252	positive	**
MMP8	CHOLESTEROL_HOMEOSTASIS	0.783892456702408	6.2497754890986e-21	positive	****
MMP8	MITOTIC_SPINDLE	0.530087273640677	1.09943651271423e-06	positive	****
MMP8	WNT_BETA_CATENIN_SIGNALING	-0.799927336250383	1.7171447178988e-22	negative	****
MMP8	TGF_BETA_SIGNALING	-0.585069075672494	1.02832647788708e-08	negative	****
MMP8	IL6_JAK_STAT3_SIGNALING	0.631897387320743	8.75112703287146e-11	positive	****
MMP8	DNA_REPAIR	-0.111107327584302	1	negative	ns
MMP8	G2M_CHECKPOINT	0.559834632965078	9.88083096169056e-08	positive	****
MMP8	APOPTOSIS	0.0912286655785602	1	positive	ns
MMP8	NOTCH_SIGNALING	-0.577793957761268	2.01399003327689e-08	negative	****
MMP8	ADIPOGENESIS	0.750506591444147	4.492403877795e-18	positive	****
MMP8	ESTROGEN_RESPONSE_EARLY	-0.402953539883769	0.00318284627445817	negative	**
MMP8	ESTROGEN_RESPONSE_LATE	0.450541841141038	0.000251742992943334	positive	**
MMP8	ANDROGEN_RESPONSE	0.349249043063444	0.0349397989969118	positive	*
MMP8	MYOGENESIS	0.0633623293008993	1	positive	ns
MMP8	PROTEIN_SECRETION	0.379122225644309	0.00965968355979091	positive	**
MMP8	INTERFERON_ALPHA_RESPONSE	-0.358805366340335	0.0236137151016732	negative	*
MMP8	INTERFERON_GAMMA_RESPONSE	-0.35932608387404	0.0232019096191793	negative	*
MMP8	APICAL_JUNCTION	0.0404649840816493	1	positive	ns
MMP8	APICAL_SURFACE	-0.720558422298221	7.02152376427896e-16	negative	****
MMP8	HEDGEHOG_SIGNALING	-0.402694137915701	0.00320961450310049	negative	**
MMP8	COMPLEMENT	0.357728675512026	0.0246478320582894	positive	*
MMP8	UNFOLDED_PROTEIN_RESPONSE	-0.114453934806018	1	negative	ns
MMP8	PI3K_AKT_MTOR_SIGNALING	0.0369918802587582	1	positive	ns
MMP8	MTORC1_SIGNALING	0.594906302696516	4.01646874306576e-09	positive	****
MMP8	E2F_TARGETS	0.417395269816365	0.00152877961387191	positive	**
MMP8	MYC_TARGETS_V1	-0.0759679603865446	1	negative	ns
MMP8	MYC_TARGETS_V2	-0.489099247809691	2.19078356793894e-05	negative	****
MMP8	EPITHELIAL_MESENCHYMAL_TRANSITION	0.532829783992436	8.87431564831947e-07	positive	****
MMP8	INFLAMMATORY_RESPONSE	0.324336600299746	0.0915575484933628	positive	ns
MMP8	XENOBIOTIC_METABOLISM	0.737127560801591	4.67353269681381e-17	positive	****
MMP8	FATTY_ACID_METABOLISM	0.336275042457512	0.0585266082142079	positive	ns
MMP8	OXIDATIVE_PHOSPHORYLATION	0.36506867205018	0.0179827888073943	positive	*
MMP8	GLYCOLYSIS	0.763470151627848	3.97629230764359e-19	positive	****
MMP8	REACTIVE_OXYGEN_SPECIES_PATHWAY	0.866838415771493	5.72936948831412e-31	positive	****
MMP8	P53_PATHWAY	0.172986918184348	1	positive	ns
MMP8	UV_RESPONSE_UP	0.458644617091298	0.000155465426547996	positive	**
MMP8	UV_RESPONSE_DN	-0.440087510518736	0.000458591289596267	negative	**
MMP8	ANGIOGENESIS	0.697669759779397	2.20932598462645e-14	positive	****
MMP8	HEME_METABOLISM	0.365105291810333	0.0179827888073943	positive	*
MMP8	COAGULATION	0.578915294109672	1.82127120118309e-08	positive	****
MMP8	IL2_STAT5_SIGNALING	-0.281504070590598	0.400555235272713	negative	ns
MMP8	BILE_ACID_METABOLISM	0.407638526431847	0.00252056667989993	positive	**
MMP8	PEROXISOME	-0.0560657123634864	1	negative	ns
MMP8	ALLOGRAFT_REJECTION	-0.725300298353514	3.30260514167353e-16	negative	****
MMP8	SPERMATOGENESIS	0.606295203999469	1.31394289920047e-09	positive	****
MMP8	KRAS_SIGNALING_UP	0.111500347925259	1	positive	ns
MMP8	KRAS_SIGNALING_DN	0.132939330265097	1	positive	ns
MMP8	PANCREAS_BETA_CELLS	-0.56119138046085	8.83927218923518e-08	negative	****
MAPK14	TNFA_SIGNALING_VIA_NFKB	0.240091724753391	1	positive	ns
MAPK14	HYPOXIA	0.494800590493972	1.48763927964031e-05	positive	****
MAPK14	CHOLESTEROL_HOMEOSTASIS	0.670792325815267	8.52226066961245e-13	positive	****
MAPK14	MITOTIC_SPINDLE	0.382173386757134	0.00846173071779148	positive	**
MAPK14	WNT_BETA_CATENIN_SIGNALING	-0.629585424083026	1.12492026808968e-10	negative	****
MAPK14	TGF_BETA_SIGNALING	-0.436796128561917	0.000549370863912934	negative	**
MAPK14	IL6_JAK_STAT3_SIGNALING	0.820526753870637	1.0231301696001e-24	positive	****
MAPK14	DNA_REPAIR	-0.317680916270495	0.117995306852367	negative	ns
MAPK14	G2M_CHECKPOINT	0.32960814336146	0.0758281853251799	positive	ns
MAPK14	APOPTOSIS	0.0581929636625191	1	positive	ns
MAPK14	NOTCH_SIGNALING	-0.284560764202053	0.362587179092825	negative	ns
MAPK14	ADIPOGENESIS	0.630411746404566	1.02959339548834e-10	positive	****
MAPK14	ESTROGEN_RESPONSE_EARLY	-0.431636020631742	0.000728372228694578	negative	**
MAPK14	ESTROGEN_RESPONSE_LATE	0.161659182432999	1	positive	ns
MAPK14	ANDROGEN_RESPONSE	0.418511426419124	0.00144444459013033	positive	**
MAPK14	MYOGENESIS	0.0162456557392293	1	positive	ns
MAPK14	PROTEIN_SECRETION	0.467598497760038	8.96344024985272e-05	positive	****
MAPK14	INTERFERON_ALPHA_RESPONSE	-0.312978825567808	0.141048854848196	negative	ns
MAPK14	INTERFERON_GAMMA_RESPONSE	-0.285429003346319	0.3544572234089	negative	ns
MAPK14	APICAL_JUNCTION	-0.0294505489269063	1	negative	ns
MAPK14	APICAL_SURFACE	-0.697325140185185	2.31454661450768e-14	negative	****
MAPK14	HEDGEHOG_SIGNALING	-0.266480824101758	0.63583837908587	negative	ns
MAPK14	COMPLEMENT	0.429926288772939	0.000800030273516071	positive	**
MAPK14	UNFOLDED_PROTEIN_RESPONSE	-0.278814431802818	0.429079737380206	negative	ns
MAPK14	PI3K_AKT_MTOR_SIGNALING	0.0499605339094685	1	positive	ns
MAPK14	MTORC1_SIGNALING	0.373154568200097	0.0127422418340913	positive	*
MAPK14	E2F_TARGETS	0.178802795148512	1	positive	ns
MAPK14	MYC_TARGETS_V1	-0.303111049882935	0.201760547114754	negative	ns
MAPK14	MYC_TARGETS_V2	-0.616024808599039	4.84213891633787e-10	negative	****
MAPK14	EPITHELIAL_MESENCHYMAL_TRANSITION	0.419496781707807	0.00137439243591423	positive	**
MAPK14	INFLAMMATORY_RESPONSE	0.461718789864742	0.00012908361028766	positive	**
MAPK14	XENOBIOTIC_METABOLISM	0.716933205405052	1.23883731454348e-15	positive	****
MAPK14	FATTY_ACID_METABOLISM	0.101932117858044	1	positive	ns
MAPK14	OXIDATIVE_PHOSPHORYLATION	0.198241295176074	1	positive	ns
MAPK14	GLYCOLYSIS	0.655334443148866	5.81920603092034e-12	positive	****
MAPK14	REACTIVE_OXYGEN_SPECIES_PATHWAY	0.72315214692629	4.65562968081903e-16	positive	****
MAPK14	P53_PATHWAY	0.381770781707891	0.00858177905011466	positive	**
MAPK14	UV_RESPONSE_UP	0.295374960069558	0.263338003357549	positive	ns
MAPK14	UV_RESPONSE_DN	-0.339973735965283	0.0510005707914951	negative	ns
MAPK14	ANGIOGENESIS	0.642686571648339	2.59510333005973e-11	positive	****
MAPK14	HEME_METABOLISM	0.0647442063741979	1	positive	ns
MAPK14	COAGULATION	0.504764150338215	7.33223020247416e-06	positive	****
MAPK14	IL2_STAT5_SIGNALING	-0.387119585167098	0.00676847148539712	negative	**
MAPK14	BILE_ACID_METABOLISM	0.424458384464492	0.00106143655841067	positive	**
MAPK14	PEROXISOME	-0.0285622438306591	1	negative	ns
MAPK14	ALLOGRAFT_REJECTION	-0.662004319003597	2.55962235784223e-12	negative	****
MAPK14	SPERMATOGENESIS	0.329459578664633	0.0758281853251799	positive	ns
MAPK14	KRAS_SIGNALING_UP	0.00408758296410872	1	positive	ns
MAPK14	KRAS_SIGNALING_DN	0.105791230374774	1	positive	ns
MAPK14	PANCREAS_BETA_CELLS	-0.614432700245079	5.70833682348047e-10	negative	****
S100A12	TNFA_SIGNALING_VIA_NFKB	0.100183817664637	1	positive	ns
S100A12	HYPOXIA	0.53689470729156	6.44962538095645e-07	positive	****
S100A12	CHOLESTEROL_HOMEOSTASIS	0.713530832609541	2.09346843621439e-15	positive	****
S100A12	MITOTIC_SPINDLE	0.386828144835388	0.00682946365241668	positive	**
S100A12	WNT_BETA_CATENIN_SIGNALING	-0.732268333232404	1.05574277116578e-16	negative	****
S100A12	TGF_BETA_SIGNALING	-0.558531917094749	1.10276029466217e-07	negative	****
S100A12	IL6_JAK_STAT3_SIGNALING	0.667092621859605	1.35829859079281e-12	positive	****
S100A12	DNA_REPAIR	-0.210830575188529	1	negative	ns
S100A12	G2M_CHECKPOINT	0.410776404758755	0.00215102262335925	positive	**
S100A12	APOPTOSIS	-0.000711286296788509	1	negative	ns
S100A12	NOTCH_SIGNALING	-0.402397921831969	0.00324276080587989	negative	**
S100A12	ADIPOGENESIS	0.739581320081546	3.08464841622623e-17	positive	****
S100A12	ESTROGEN_RESPONSE_EARLY	-0.432853772059183	0.000685192298067255	negative	**
S100A12	ESTROGEN_RESPONSE_LATE	0.249270856192971	1	positive	ns
S100A12	ANDROGEN_RESPONSE	0.409834656320787	0.00225160966677988	positive	**
S100A12	MYOGENESIS	0.0344343144412938	1	positive	ns
S100A12	PROTEIN_SECRETION	0.392966310144015	0.00514787165081821	positive	**
S100A12	INTERFERON_ALPHA_RESPONSE	-0.406055773816208	0.0027286721439498	negative	**
S100A12	INTERFERON_GAMMA_RESPONSE	-0.387918545007185	0.00653890267765205	negative	**
S100A12	APICAL_JUNCTION	-0.039468816578448	1	negative	ns
S100A12	APICAL_SURFACE	-0.693894623612205	3.75543648313686e-14	negative	****
S100A12	HEDGEHOG_SIGNALING	-0.390043691652208	0.00590707991405291	negative	**
S100A12	COMPLEMENT	0.381695999750709	0.00858177905011466	positive	**
S100A12	UNFOLDED_PROTEIN_RESPONSE	-0.256259031147475	0.856419617001382	negative	ns
S100A12	PI3K_AKT_MTOR_SIGNALING	-0.0751296390801268	1	negative	ns
S100A12	MTORC1_SIGNALING	0.454539506145307	0.000198390597024614	positive	**
S100A12	E2F_TARGETS	0.276144961121317	0.466580007115456	positive	ns
S100A12	MYC_TARGETS_V1	-0.198220382167534	1	negative	ns
S100A12	MYC_TARGETS_V2	-0.561139370131387	8.84727152211141e-08	negative	****
S100A12	EPITHELIAL_MESENCHYMAL_TRANSITION	0.483434822861754	3.18128961474143e-05	positive	****
S100A12	INFLAMMATORY_RESPONSE	0.352704790889219	0.0303438370891112	positive	*
S100A12	XENOBIOTIC_METABOLISM	0.800240084624744	1.60491497531518e-22	positive	****
S100A12	FATTY_ACID_METABOLISM	0.248494329389671	1	positive	ns
S100A12	OXIDATIVE_PHOSPHORYLATION	0.33855688895767	0.0534694979357456	positive	ns
S100A12	GLYCOLYSIS	0.733229707628745	9.01463723250096e-17	positive	****
S100A12	REACTIVE_OXYGEN_SPECIES_PATHWAY	0.839932080019836	4.31801354755815e-27	positive	****
S100A12	P53_PATHWAY	0.342903596598124	0.0458423341892733	positive	*
S100A12	UV_RESPONSE_UP	0.341862655989154	0.0476418656064888	positive	*
S100A12	UV_RESPONSE_DN	-0.40445600121015	0.00295528030526421	negative	**
S100A12	ANGIOGENESIS	0.713169600383473	2.20630716574053e-15	positive	****
S100A12	HEME_METABOLISM	0.201285293192302	1	positive	ns
S100A12	COAGULATION	0.548548046818478	2.53232713000384e-07	positive	****
S100A12	IL2_STAT5_SIGNALING	-0.398129690579067	0.0039888539551761	negative	**
S100A12	BILE_ACID_METABOLISM	0.44957539341847	0.000265922035559472	positive	**
S100A12	PEROXISOME	-0.0589431041538878	1	negative	ns
S100A12	ALLOGRAFT_REJECTION	-0.694099686859398	3.65908562768187e-14	negative	****
S100A12	SPERMATOGENESIS	0.448597944736272	0.000281031701029424	positive	**
S100A12	KRAS_SIGNALING_UP	-0.0377852802884854	1	negative	ns
S100A12	KRAS_SIGNALING_DN	0.069781112888669	1	positive	ns
S100A12	PANCREAS_BETA_CELLS	-0.605542298046906	1.41407438103875e-09	negative	****
LCN2	TNFA_SIGNALING_VIA_NFKB	0.00434743395359856	1	positive	ns
LCN2	HYPOXIA	0.435311913611675	0.00059653814673867	positive	**
LCN2	CHOLESTEROL_HOMEOSTASIS	0.747880345378118	7.19752409841517e-18	positive	****
LCN2	MITOTIC_SPINDLE	0.491662619439572	1.84745491559258e-05	positive	****
LCN2	WNT_BETA_CATENIN_SIGNALING	-0.737904202873211	4.10425532125535e-17	negative	****
LCN2	TGF_BETA_SIGNALING	-0.574663880675354	2.66872205693031e-08	negative	****
LCN2	IL6_JAK_STAT3_SIGNALING	0.477914124169187	4.60032750002304e-05	positive	****
LCN2	DNA_REPAIR	-0.08243917635855	1	negative	ns
LCN2	G2M_CHECKPOINT	0.528788150127173	1.21351674793053e-06	positive	****
LCN2	APOPTOSIS	0.117603726125667	1	positive	ns
LCN2	NOTCH_SIGNALING	-0.633077513672059	7.69125182289898e-11	negative	****
LCN2	ADIPOGENESIS	0.670404794460829	8.90393991963595e-13	positive	****
LCN2	ESTROGEN_RESPONSE_EARLY	-0.237112609260021	1	negative	ns
LCN2	ESTROGEN_RESPONSE_LATE	0.537868863299203	5.98285834404219e-07	positive	****
LCN2	ANDROGEN_RESPONSE	0.185876703201904	1	positive	ns
LCN2	MYOGENESIS	0.175241249480342	1	positive	ns
LCN2	PROTEIN_SECRETION	0.194366256797083	1	positive	ns
LCN2	INTERFERON_ALPHA_RESPONSE	-0.349476260740128	0.0348144225552339	negative	*
LCN2	INTERFERON_GAMMA_RESPONSE	-0.373894007712123	0.0123709453821817	negative	*
LCN2	APICAL_JUNCTION	0.156176916269216	1	positive	ns
LCN2	APICAL_SURFACE	-0.551459245141652	2.00242907572985e-07	negative	****
LCN2	HEDGEHOG_SIGNALING	-0.302873844113544	0.202060867645226	negative	ns
LCN2	COMPLEMENT	0.235944551194841	1	positive	ns
LCN2	UNFOLDED_PROTEIN_RESPONSE	-0.124456318535921	1	negative	ns
LCN2	PI3K_AKT_MTOR_SIGNALING	-0.00874796133089621	1	negative	ns
LCN2	MTORC1_SIGNALING	0.547030813746718	2.85438941701902e-07	positive	****
LCN2	E2F_TARGETS	0.392717465994435	0.00518506466519205	positive	**
LCN2	MYC_TARGETS_V1	-0.058031947158453	1	negative	ns
LCN2	MYC_TARGETS_V2	-0.429596016346601	0.000811479386739492	negative	**
LCN2	EPITHELIAL_MESENCHYMAL_TRANSITION	0.587548090557091	8.14564136647511e-09	positive	****
LCN2	INFLAMMATORY_RESPONSE	0.232302434037307	1	positive	ns
LCN2	XENOBIOTIC_METABOLISM	0.650918372585855	9.83616113446548e-12	positive	****
